,close
2007-03-01,58.56789779663086
2007-03-02,58.329689025878906
2007-03-05,55.14376068115234
2007-03-06,55.79877853393555
2007-03-07,51.63026428222656
2007-03-08,53.17858123779297
2007-03-09,54.31003189086914
2007-03-12,52.31510543823242
2007-03-13,52.19599151611328
2007-03-14,51.66004180908203
2007-03-15,52.40442657470703
2007-03-16,50.82634353637695
2007-03-19,50.29036712646485
2007-03-20,51.71959686279297
2007-03-21,51.83870315551758
2007-03-22,54.66733551025391
2007-03-23,54.39936828613281
2007-03-26,54.84598922729492
2007-03-28,53.11902618408203
2007-03-29,51.80892181396485
2007-03-30,53.71452331542969
2007-04-02,51.86845397949219
2007-04-03,53.59543991088867
2007-04-04,54.6375617980957
2007-04-05,54.07183837890625
2007-04-09,53.327449798583984
2007-04-10,55.73926162719727
2007-04-11,56.00722503662109
2007-04-12,53.8336296081543
2007-04-13,55.67970275878906
2007-04-16,55.08419036865234
2007-04-17,55.769020080566406
2007-04-18,57.73417663574219
2007-04-19,57.67463684082031
2007-04-20,57.64487457275391
2007-04-23,56.87070083618164
2007-04-24,62.46845626831055
2007-04-25,71.63922119140625
2007-04-26,72.9791259765625
2007-04-27,68.30438995361328
2007-04-30,68.78080749511719
2007-05-03,69.16788482666016
2007-05-04,69.07855224609375
2007-05-07,68.92967987060547
2007-05-08,69.70382690429688
2007-05-09,75.09315490722656
2007-05-10,72.9791259765625
2007-05-11,74.94426727294922
2007-05-14,76.64146423339844
2007-05-15,75.1229248046875
2007-05-16,76.93920135498047
2007-05-17,77.71338653564453
2007-05-18,76.37350463867188
2007-05-21,76.79034423828125
2007-05-22,77.59427642822266
2007-05-23,76.70101165771484
2007-05-24,74.73583984375
2007-05-25,76.84989929199219
2007-05-28,75.00382232666016
2007-05-29,76.46280670166016
2007-05-30,76.13528442382812
2007-05-31,76.01617431640625
2007-06-01,76.49259948730469
2007-06-04,74.58697509765625
2007-06-05,75.18246459960938
2007-06-06,73.7532730102539
2007-06-07,71.9072036743164
2007-06-08,72.05606842041016
2007-06-11,72.05606842041016
2007-06-12,69.25720977783203
2007-06-13,69.40606689453125
2007-06-14,71.99653625488281
2007-06-15,73.18730926513672
2007-06-18,71.3553466796875
2007-06-19,74.28650665283203
2007-06-20,75.84367370605469
2007-06-21,75.35515594482422
2007-06-22,74.9887466430664
2007-06-25,74.28650665283203
2007-06-26,73.58424377441406
2007-06-27,75.11087799072266
2007-06-28,76.57646942138672
2007-06-29,77.98097229003906
2007-07-02,78.4084243774414
2007-07-03,79.1412353515625
2007-07-04,80.1182632446289
2007-07-05,86.13325500488281
2007-07-06,86.07218170166016
2007-07-09,90.01091003417969
2007-07-10,88.24000549316406
2007-07-11,86.43858337402344
2007-07-12,89.12547302246094
2007-07-13,92.60621643066406
2007-07-16,99.96465301513672
2007-07-17,97.73574829101562
2007-07-18,95.84270477294922
2007-07-19,98.68226623535156
2007-07-20,95.99537658691406
2007-07-23,95.72056579589844
2007-07-24,92.88102722167967
2007-07-25,90.9879913330078
2007-07-26,88.17894744873047
2007-07-27,86.6523208618164
2007-07-30,90.43839263916016
2007-07-31,92.02609252929688
2007-08-01,86.62178039550781
2007-08-02,86.77445983886719
2007-08-03,87.90415954589844
2007-08-06,87.59882354736328
2007-08-07,90.6826629638672
2007-08-08,93.33899688720705
2007-08-09,89.30866241455078
2007-08-10,89.18653106689453
2007-08-13,89.70559692382812
2007-08-14,88.97282409667969
2007-08-16,84.45394134521484
2007-08-17,84.82032775878906
2007-08-20,87.72095489501953
2007-08-21,83.8738021850586
2007-08-22,83.62955474853516
2007-08-23,81.3701171875
2007-08-24,80.42361450195312
2007-08-27,91.5070343017578
2007-08-28,89.21707153320312
2007-08-29,89.76667022705078
2007-08-30,85.58363342285156
2007-08-31,87.3851089477539
2007-09-03,91.69023895263672
2007-09-04,94.28553009033205
2007-09-05,92.45355224609376
2007-09-06,94.98778533935548
2007-09-07,93.4916763305664
2007-09-10,93.88860321044922
2007-09-11,93.24742126464844
2007-09-12,91.84288787841795
2007-09-13,91.62918090820312
2007-09-14,92.85047912597656
2007-09-17,91.3238296508789
2007-09-18,94.1633758544922
2007-09-19,100.45317840576172
2007-09-20,96.63656616210938
2007-09-21,96.9724349975586
2007-09-24,99.0792007446289
2007-09-25,98.59065246582033
2007-09-26,98.77385711669922
2007-09-27,96.39231872558594
2007-09-28,97.64414978027344
2007-10-01,98.04108428955078
2007-10-03,95.90377807617188
2007-10-04,92.81995391845705
2007-10-05,89.00334930419922
2007-10-08,84.02648162841797
2007-10-09,86.25537872314453
2007-10-10,91.62918090820312
2007-10-11,91.04905700683594
2007-10-12,91.2322235107422
2007-10-15,92.88102722167967
2007-10-16,88.02628326416016
2007-10-17,84.63713836669922
2007-10-18,80.45413970947266
2007-10-19,81.00373077392578
2007-10-22,82.43876647949219
2007-10-23,92.33143615722656
2007-10-24,89.15601348876953
2007-10-25,86.07218170166016
2007-10-26,88.30107879638672
2007-10-29,87.2324447631836
2007-10-30,89.70559692382812
2007-10-31,94.07180786132812
2007-11-01,94.40766143798828
2007-11-02,99.8730697631836
2007-11-05,100.23944091796876
2007-11-06,99.35396575927734
2007-11-07,100.08677673339844
2007-11-08,96.75868225097656
2007-11-12,92.69784545898438
2007-11-13,99.84252166748048
2007-11-14,105.33841705322266
2007-11-15,105.33841705322266
2007-11-16,102.1019515991211
2007-11-19,106.71240997314452
2007-11-20,104.17818450927734
2007-11-21,96.7281723022461
2007-11-22,92.69784545898438
2007-11-23,101.88821411132812
2007-11-26,107.5978546142578
2007-11-27,110.6816864013672
2007-11-28,120.6048812866211
2007-11-29,111.07860565185548
2007-11-30,116.54401397705078
2007-12-03,124.42149353027344
2007-12-04,119.50567626953124
2007-12-05,122.74217987060548
2007-12-06,119.8720932006836
2007-12-07,118.22332763671876
2007-12-10,118.98662567138672
2007-12-11,133.70347595214844
2007-12-12,128.48236083984375
2007-12-13,128.39076232910156
2007-12-14,125.3985366821289
2007-12-17,113.61284637451172
2007-12-18,110.46794891357422
2007-12-19,114.62045288085938
2007-12-20,113.61284637451172
2007-12-24,117.3073272705078
2007-12-26,117.88744354248048
